name,locationStatus,timestamp,rssiOne,rssiTwo
FF:FF:C2:1D:9B:52,OUTSIDE,1551367621658,-81,-89
FF:FF:C0:22:3D:C1,OUTSIDE,1551367621675,-73,-85
FF:FF:C2:1D:9B:71,OUTSIDE,1551367621066,-88,-93
FF:FF:C2:1D:9B:54,OUTSIDE,1551367621788,-87,-93
FF:FF:C2:1D:9B:52,OUTSIDE,1551367622950,-94,-90
FF:FF:C0:22:3D:C1,OUTSIDE,1551367622012,-74,-77
FF:FF:C2:1D:9B:71,OUTSIDE,1551367623649,-89,-91
FF:FF:C2:1D:9B:54,OUTSIDE,1551367623755,-86,-89
FF:FF:C2:1D:9B:52,OUTSIDE,1551367622950,-94,-90
FF:FF:C0:22:3D:C1,OUTSIDE,1551367623708,-75,-84
FF:FF:C2:1D:9B:71,OUTSIDE,1551367623649,-89,-91
FF:FF:C2:1D:9B:54,OUTSIDE,1551367624689,-84,-89
FF:FF:C2:1D:9B:52,OUTSIDE,1551367624464,-93,-90
FF:FF:C0:22:3D:C1,OUTSIDE,1551367624500,-75,-82
FF:FF:C2:1D:9B:71,OUTSIDE,1551367624567,-82,-91
FF:FF:C2:1D:9B:54,OUTSIDE,1551367625331,-85,-92
FF:FF:C2:1D:9B:52,OUTSIDE,1551367626749,-93,-92
FF:FF:C0:22:3D:C1,OUTSIDE,1551367626439,-87,-89
FF:FF:C2:1D:9B:71,OUTSIDE,1551367626552,-78,-87
FF:FF:C2:1D:9B:54,OUTSIDE,1551367627644,-82,-92
FF:FF:C2:1D:9B:52,OUTSIDE,1551367626749,-93,-92
FF:FF:C0:22:3D:C1,OUTSIDE,1551367626990,-82,-77
FF:FF:C2:1D:9B:71,OUTSIDE,1551367627213,-80,-92
FF:FF:C2:1D:9B:54,OUTSIDE,1551367628429,-84,-94
FF:FF:C2:1D:9B:52,OUTSIDE,1551367628548,-83,-92
FF:FF:C0:22:3D:C1,OUTSIDE,1551367628578,-82,-77
FF:FF:C2:1D:9B:71,OUTSIDE,1551367628500,-73,-83
FF:FF:C2:1D:9B:54,OUTSIDE,1551367629472,-82,-91
FF:FF:C2:1D:9B:52,OUTSIDE,1551367629754,-78,-85
FF:FF:C0:22:3D:C1,OUTSIDE,1551367629822,-77,-77
FF:FF:C2:1D:9B:71,OUTSIDE,1551367629723,-77,-88
FF:FF:C2:1D:9B:54,OUTSIDE,1551367630385,-82,-91
FF:FF:C2:1D:9B:52,OUTSIDE,1551367630397,-85,-87
FF:FF:C0:22:3D:C1,OUTSIDE,1551367630419,-86,-92
FF:FF:C2:1D:9B:71,OUTSIDE,1551367630382,-81,-93
FF:FF:C2:1D:9B:54,OUTSIDE,1551367631526,-87,-91
FF:FF:C2:1D:9B:52,OUTSIDE,1551367633735,-89,-84
FF:FF:C0:22:3D:C1,OUTSIDE,1551367631693,-88,-92
FF:FF:C2:1D:9B:71,OUTSIDE,1551367631563,-80,-93
FF:FF:C2:1D:9B:54,OUTSIDE,1551367633288,-83,-91
FF:FF:C2:1D:9B:52,OUTSIDE,1551367633735,-89,-87
FF:FF:C0:22:3D:C1,OUTSIDE,1551367633129,-86,-87
FF:FF:C2:1D:9B:71,OUTSIDE,1551367633209,-86,-94
FF:FF:C2:1D:9B:54,OUTSIDE,1551367634456,-89,-88
FF:FF:C2:1D:9B:52,OUTSIDE,1551367634492,-81,-89
FF:FF:C0:22:3D:C1,OUTSIDE,1551367634382,-86,-93
FF:FF:C2:1D:9B:71,OUTSIDE,1551367634712,-91,-94
FF:FF:C2:1D:9B:54,OUTSIDE,1551367635673,-88,-94
FF:FF:C2:1D:9B:52,OUTSIDE,1551367635202,-79,-81
FF:FF:C0:22:3D:C1,OUTSIDE,1551367635941,-81,-91
FF:FF:C2:1D:9B:71,OUTSIDE,1551367637197,-94,-94
